Date,Adj Close
1990-01-02,
1990-01-03,-0.002588908120090494
1990-01-04,-0.008650306588847911
1990-01-05,-0.009804138598848766
1990-01-08,0.004504320707883203
1990-01-09,-0.01185666638695082
1990-01-10,-0.0066290974972913475
1990-01-11,0.00350655682365808
1990-01-12,-0.02498459564881994
1990-01-15,-0.008656783708222981
1990-01-16,0.011066140224280652
1990-01-17,-0.009879900464774494
1990-01-18,0.002338697612682239
1990-01-19,0.002834619667538618
1990-01-22,-0.02619898026509393
1990-01-23,0.003716072494878375
1990-01-24,-0.004079356587030958
1990-01-25,-0.012737473000481891
1990-01-26,-0.0008590538664154934
1990-01-29,-0.0018433184942887593
1990-01-30,-0.006849975872735392
1990-01-31,0.01871048049980928
1990-02-01,-0.0008816332065126886
1990-02-02,0.006457405227765278
1990-02-05,0.002806405269951462
1990-02-06,-0.006621239288723935
1990-02-07,0.01233038941124942
1990-02-08,-0.0023698470691346785
1990-02-09,0.0019802580805849956
1990-02-12,-0.010667571402968257
1990-02-13,0.0028437471894529054
1990-02-14,0.002986292432408888
1990-02-15,0.008637030749947705
1990-02-16,-0.006500824260094795
1990-02-20,-0.014318175320153337
1990-02-21,-0.0009761157472105708
1990-02-22,-0.006030292085104527
1990-02-23,-0.004770340661183425
1990-02-26,0.013847836249921919
1990-02-27,0.004826015163915898
1990-02-28,0.004923365680086889
1990-03-01,0.002557815516667894
1990-03-02,0.008379770110657603
1990-03-05,-0.005378927623497454
1990-03-06,0.012476526724256587
1990-03-07,-0.0029042220507875527
1990-03-08,0.009804868720451054
1990-03-09,-0.006900646669663502
1990-03-12,0.0021874084985515907
1990-03-13,-0.007915021978361025
1990-03-14,0.002585939289352801
1990-03-15,0.0035558753798108356
1990-03-16,0.011294569903386176
1990-03-19,0.0047268995576033035
1990-03-20,-0.005721808049572452
1990-03-21,-0.005372016852620121
1990-03-22,-0.011992504150500238
1990-03-23,0.004547421309170296
1990-03-26,0.0012150849831655819
1990-03-27,0.01139705767784438
1990-03-28,0.0014630580517600578
1990-03-29,-0.0035442852609550712
1990-03-30,-0.002497320352444099
1990-04-02,-0.0036543716254797687
1990-04-03,0.014479837946129948
1990-04-04,-0.007448225690865229
1990-04-05,-0.0010559972821386765
1990-04-06,-0.0019094907463168553
1990-04-09,0.003786048986492041
1990-04-10,0.0020484614443931903
1990-04-11,-0.0004386029105827305
1990-04-12,0.00705274977748882
1990-04-16,0.0011609683779187918
1990-04-17,-0.00017405935467884603
1990-04-18,-0.01155542475660809
1990-04-19,-0.0077488933867382315
1990-04-20,-0.008823455589440421
1990-04-23,-0.012219255267924112
1990-04-24,-0.0020864524283394914
1990-04-25,0.005042357337406322
1990-04-26,0.002676894597971824
1990-04-27,-0.01151017948930022
1990-04-30,0.005121921760942172
1990-05-01,0.004373734443818833
1990-05-02,0.006689389454955119
1990-05-03,0.0032534914155339933
1990-05-04,0.008368498004166725
1990-05-07,0.006304150967347155
1990-05-08,0.004336748965855897
1990-05-09,0.002482224178121051
1990-05-10,0.0027960640340127796
1990-05-11,0.02351291098474917
1990-05-14,0.007782140442055052
1990-05-15,-0.0013257550987697542
1990-05-16,-0.0007906478076078471
1990-05-17,0.0013268030232733707
1990-05-18,0.0004794742797500362
1990-05-21,0.009429795963902698
1990-05-22,0.0012003965541200756
1990-05-23,0.0023964788819865745
1990-05-24,-0.0024522793395647113
1990-05-25,-0.010743592027007587
1990-05-29,0.016973968479446988
1990-05-30,0.0005821125304708019
1990-05-31,0.0010248030920845252
1990-06-01,0.0053286339313194375
1990-06-04,0.011607664277469176
1990-06-05,-0.0020707325801572196
1990-06-06,-0.004592681664790099
1990-06-07,-0.004971786483901397
1990-06-08,-0.012301709452578358
1990-06-11,0.00810732707882078
1990-06-12,0.012694570652858062
1990-06-13,-0.003692816888875683
1990-06-14,-0.005496029223377441
1990-06-15,2.7555420841984812e-05
1990-06-18,-0.016755278819856834
1990-06-19,0.004445383709763107
1990-06-20,0.001755926702264432
1990-06-21,0.0038078342770573315
1990-06-22,-0.01408041142081018
1990-06-25,-0.008816854244702022
1990-06-26,-0.0007098542257555351
1990-06-27,0.008710462312862433
1990-06-28,0.0069868544673310495
1990-06-29,0.0010899183640251664
1990-07-02,0.004236585856224551
1990-07-03,0.001722940540152429
1990-07-05,-0.012516926942535811
1990-07-06,0.007674032899355865
1990-07-09,0.0030643253217768063
1990-07-10,-0.008463619466974492
1990-07-11,0.01320868560219246
1990-07-12,0.01158723245535409
1990-07-13,0.005104071128479326
1990-07-16,0.004454955348305312
1990-07-17,-0.003883394563587217
1990-07-18,-0.009019658273114572
1990-07-19,0.0030156011558046814
1990-07-20,-0.010207398820589297
1990-07-23,-0.017575635142593526
1990-07-24,0.0013500212991202076
1990-07-25,0.003647181688481993
1990-07-26,-0.0033099609462103885
1990-07-27,-0.00696415022988095
1990-07-30,0.00595214665772037
1990-07-31,0.0016861040948361605
1990-08-01,-0.0017704839730976474
1990-08-02,-0.011428695823623158
1990-08-03,-0.019014273055656616
1990-08-06,-0.03071094746674241
1990-08-07,0.0011953502304899999
1990-08-08,0.010457922342501647
1990-08-09,0.004688268770970616
1990-08-10,-0.013087564295595655
