Mu,Sigma,Skew,Shape,Shape(GIG),Realized
2006-07-10,0,0.00893260781912988,0,0,0,0.0014687189254321
2006-07-11,0,0.00870697800851886,0,0,0,0.00400824233270125
2006-07-12,0,0.00853250348074289,0,0,0,-0.0109284659955664
2006-07-13,0,0.00868850288635369,0,0,0,-0.0130515911736877
2006-07-14,0,0.00898561132378289,0,0,0,-0.00490624269397255
2006-07-17,0,0.00882479398015407,0,0,0,-0.00138422891827172
2006-07-18,0,0.00860199818633312,0,0,0,0.00191798063935344
2006-07-19,0,0.00839223095679978,0,0,0,0.0183850059779695
2006-07-20,0,0.00921561897293763,0,0,0,-0.00851360694831982
2006-07-21,0,0.00918738347327564,0,0,0,-0.00710208575263138
2006-07-24,0,0.0090962081186772,0,0,0,0.0164884592675074
2006-07-25,0,0.00964350837541003,0,0,0,0.00630093910452434
2006-07-26,0,0.00950062943168148,0,0,0,-0.00037835793111185
2006-07-27,0,0.00925047391447454,0,0,0,-0.00410807972276039
2006-07-28,0,0.00905784362088611,0,0,0,0.0120784393551725
2006-07-31,0,0.00925266913687088,0,0,0,-0.00147933073577189
2006-08-01,0,0.00901655609084507,0,0,0,-0.0045062449172546
2006-08-02,0,0.00884312587153876,0,0,0,0.0050935428547092
2006-08-03,0,0.00868470245742137,0,0,0,0.00223640267118874
2006-08-04,0,0.00847764268366695,0,0,0,-0.000711040297495913
2006-08-07,0,0.00826334712561433,0,0,0,-0.00281003499806864
2006-08-08,0,0.00808038264512453,0,0,0,-0.00336834158884791
2006-08-09,0,0.00791558957738784,0,0,0,-0.00435874783164358
2006-08-10,0,0.00778312080808292,0,0,0,0.004618254220496
2006-08-11,0,0.00766420940391603,0,0,0,-0.00399441156654223
2006-08-14,0,0.0075315566574864,0,0,0,0.00115978631907954
2006-08-15,0,0.00735194185953252,0,0,0,0.0136035209374441
2006-08-16,0,0.00782654291095194,0,0,0,0.00763270798660365
2006-08-17,0,0.0078315788939103,0,0,0,0.00158123531255239
2006-08-18,0,0.00764570328204792,0,0,0,0.00370801031060353
2006-08-21,0,0.00750603290981022,0,0,0,-0.00367718179422294
2006-08-22,0,0.00737114373880516,0,0,0,0.00100140976038521
2006-08-23,0,0.00719580643670189,0,0,0,-0.00449879414991816
2006-08-24,0,0.0070986141374893,0,0,0,0.00237152734697421
2006-08-25,0,0.00695034172862879,0,0,0,-0.000748702348618124
2006-08-28,0,0.00678791530439559,0,0,0,0.00515236788894846
2006-08-29,0,0.00673408474111385,0,0,0,0.00191860568588975
2006-08-30,0,0.00659177893616473,0,0,0,0.00083536111232263
2006-08-31,0,0.00644253100680999,0,0,0,-0.001188108326593
2006-09-01,0,0.00630161530049918,0,0,0,0.0054994153508483
2006-09-05,0,0.0062883752385021,0,0,0,0.00170714833439778
2006-09-06,0,0.00615954976273388,0,0,0,-0.00994073638177717
2006-09-07,0,0.00644240387321785,0,0,0,-0.00481059256034921
2006-09-08,0,0.0063506767104903,0,0,0,0.00377949804691102
2006-09-11,0,0.00626495881867356,0,0,0,0.000477205738603992
2006-09-12,0,0.00612096217473484,0,0,0,0.0103042396253361
2006-09-13,0,0.00644694893647047,0,0,0,0.00385395012322931
2006-09-14,0,0.00635922804388473,0,0,0,-0.00135896921478196
2006-09-15,0,0.00621884432882399,0,0,0,0.00256455143326484
2006-09-18,0,0.00610496962462456,0,0,0,0.00115114900399238
2006-09-19,0,0.00597194574377651,0,0,0,-0.00268301901879209
2006-09-20,0,0.00587136198391876,0,0,0,0.00570604162057009
2006-09-21,0,0.00589359647680246,0,0,0,-0.00541010168662837
2006-09-22,0,0.00589925992058111,0,0,0,-0.00246884632828337
2006-09-25,0,0.00579663521977468,0,0,0,0.00877653627830099
2006-09-26,0,0.00602810159426467,0,0,0,0.00749612932109489
2006-09-27,0,0.00614632316381664,0,0,0,0.000179577544310305
2006-09-28,0,0.0060058552709576,0,0,0,0.0017118491773207
2006-09-29,0,0.00588407685597149,0,0,0,-0.00226565021226488
2006-10-02,0,0.0057775627149513,0,0,0,-0.00339686210916224
2006-10-03,0,0.00570620685205165,0,0,0,0.00209347161167983
2006-10-04,0,0.00560355609732616,0,0,0,0.0119883267611236
2006-10-05,0,0.0061564884966583,0,0,0,0.00223420797082241
2006-10-06,0,0.0060380686094375,0,0,0,-0.00268609497713079
2006-10-09,0,0.00593471992208242,0,0,0,0.000792519252665436
2006-10-10,0,0.00580497824031372,0,0,0,0.00204136043197334
2006-10-11,0,0.00569716964773182,0,0,0,-0.00256716757654996
2006-10-12,0,0.0056056420915778,0,0,0,0.00949586533658131
2006-10-13,0,0.0059097168061716,0,0,0,0.00204511790388917
2006-10-16,0,0.00579707262411182,0,0,0,0.00251583498942143
2006-10-17,0,0.00569933273499135,0,0,0,-0.00366615731638653
2006-10-18,0,0.00564031316211486,0,0,0,0.00128212190393295
2006-10-19,0,0.00552627601328727,0,0,0,0.00084895861302936
2006-10-20,0,0.00541213242114087,0,0,0,0.00119902337837896
2006-10-23,0,0.00530617589842393,0,0,0,0.00613342443303022
2006-10-24,0,0.00539083458971844,0,0,0,0.000261399943400242
2006-10-25,0,0.0052786645135213,0,0,0,0.00350775834378947
2006-10-26,0,0.00523505902459139,0,0,0,0.00495075524954469
2006-10-27,0,0.00525741879911906,0,0,0,-0.00848755465740147
2006-10-30,0,0.00551856301453552,0,0,0,0.000428270194222868
2006-10-31,0,0.00540200916660415,0,0,0,7.25723637184927e-06
2006-11-01,0,0.00528905042895036,0,0,0,-0.00737870961370302
2006-11-02,0,0.00545971442162463,0,0,0,-0.000343674024916751
2006-11-03,0,0.00534511445946374,0,0,0,-0.00222577005390701
2006-11-06,0,0.005260135859436,0,0,0,0.0112825895838018
2006-11-07,0,0.00578761772398347,0,0,0,0.00221528929162496
2006-11-08,0,0.00568346257840898,0,0,0,0.00208050469474408
2006-11-09,0,0.00558085671798571,0,0,0,-0.00534723873192711
2006-11-10,0,0.00560200063471982,0,0,0,0.00186283908423324
2006-11-13,0,0.0054985544328243,0,0,0,0.00254581885723937
2006-11-14,0,0.00541460229846756,0,0,0,0.00633633548097556
2006-11-15,0,0.00550389903765388,0,0,0,0.00240161561276331
2006-11-16,0,0.00541611672415372,0,0,0,0.00228156289408066
2006-11-17,0,0.00531454196306986,0,0,0,0.00102821898696792
2006-11-20,0,0.00520937751775962,0,0,0,-0.000499696623168511
2006-11-21,0,0.00510415102537117,0,0,0,0.00164805214039454
2006-11-22,0,0.00501663106965125,0,0,0,0.00233543486121235
2006-11-24,0,0.00494806459688605,0,0,0,-0.00366222479534262
2006-11-27,0,0.00492711002345638,0,0,0,-0.0136477965577431
2006-11-28,0,0.00579196504164929,0,0,0,0.00343846503735001
2006-11-29,0,0.00571968869508906,0,0,0,0.00915949264920979
2006-11-30,0,0.0059898967100207,0,0,0,0.000821396348470671
2006-12-01,0,0.00585644296662167,0,0,0,-0.00280266436396204
2006-12-04,0,0.00576229338452341,0,0,0,0.00884592503739601
2006-12-05,0,0.00600248638910734,0,0,0,0.00399450932714362
2006-12-06,0,0.00593942198063562,0,0,0,-0.00131557561253093
2006-12-07,0,0.00581286250236069,0,0,0,-0.0039784605999289
2006-12-08,0,0.0057586689161812,0,0,0,0.00181035358428083
2006-12-11,0,0.00564669190482007,0,0,0,0.00226718909107415
2006-12-12,0,0.00554849672082371,0,0,0,-0.00104793608683806
2006-12-13,0,0.00543419109325113,0,0,0,0.00116823683886302
2006-12-14,0,0.00532580313547564,0,0,0,0.00865190164648055
2006-12-15,0,0.00559387390863545,0,0,0,0.00112179161866699
2006-12-18,0,0.00547857645296564,0,0,0,-0.00323557871666758
2006-12-19,0,0.00541463988209628,0,0,0,0.00215587700204178
2006-12-20,0,0.00532394952870172,0,0,0,-0.00141800183811824
2006-12-21,0,0.00522340568757059,0,0,0,-0.00368073101105448
2006-12-22,0,0.0051882761560241,0,0,0,-0.0053304050482943
2006-12-26,0,0.00522953713382633,0,0,0,0.00434282031791344
2006-12-27,0,0.00522157500021817,0,0,0,0.00699082228469461
2006-12-28,0,0.00536646185220533,0,0,0,-0.00147988678874178
2006-12-29,0,0.00526646132974704,0,0,0,-0.00452335076557198
2007-01-03,0,0.00526458355542012,0,0,0,-0.00119933698104013
2007-01-04,0,0.00516480395780593,0,0,0,0.0012275393613228
2007-01-05,0,0.00506939931954183,0,0,0,-0.00610316422124413
2007-01-08,0,0.00516716163965434,0,0,0,0.00221785356008297
2007-01-09,0,0.00508970232153793,0,0,0,-0.00051682331811076
2007-01-10,0,0.00499068110176789,0,0,0,0.00193847868948094
2007-01-11,0,0.00491470919790271,0,0,0,0.00631988209676404
2007-01-12,0,0.00503881566544133,0,0,0,0.00484140302118252
2007-01-16,0,0.0050662080928314,0,0,0,0.000817430170960698
2007-01-17,0,0.00497028472800285,0,0,0,-0.000894316955209362
2007-01-18,0,0.00487894505826758,0,0,0,-0.00297516136558773
2007-01-19,0,0.00483626345726316,0,0,0,0.00289127813100087
2007-01-22,0,0.00479296157580491,0,0,0,-0.00529185205206684
2007-01-23,0,0.00486160645042539,0,0,0,0.00353567963579149
2007-01-24,0,0.00484008903131139,0,0,0,0.00846552619914132
2007-01-25,0,0.00513892830750487,0,0,0,-0.0113338014860815
2007-01-26,0,0.00568051891378808,0,0,0,-0.00120868015614217
2007-01-29,0,0.00556451974216614,0,0,0,-0.00109750960784361
2007-01-30,0,0.00545175348013345,0,0,0,0.00575553276166207
2007-01-31,0,0.00550152004980563,0,0,0,0.00657121504046376
2007-02-01,0,0.0055964554013981,0,0,0,0.00533948525679673
2007-02-02,0,0.00560662458332127,0,0,0,0.00169296561564813
2007-02-05,0,0.00549983609036183,0,0,0,-0.000967057939964988
2007-02-06,0,0.00538769976607151,0,0,0,0.000697757188092396
2007-02-07,0,0.00527762270924293,0,0,0,0.00139405547728266
2007-02-08,0,0.0051793677766283,0,0,0,-0.00117998999314306
2007-02-09,0,0.00508217614799132,0,0,0,-0.00710237640173261
2007-02-12,0,0.00524652803387575,0,0,0,-0.00326666794637376
2007-02-13,0,0.00519488352949874,0,0,0,0.00756876456471023
2007-02-14,0,0.00538375779532735,0,0,0,0.00761498527287596
2007-02-15,0,0.00555917644964278,0,0,0,0.00103704883079914
2007-02-16,0,0.00544545140038123,0,0,0,-0.000872147977063698
2007-02-20,0,0.00533453625073521,0,0,0,0.0028402678241477
2007-02-21,0,0.00526534985749845,0,0,0,-0.00140540452500648
2007-02-22,0,0.00516775473986237,0,0,0,-0.000857924356244766
2007-02-23,0,0.00506754926773686,0,0,0,-0.00356999522773549
2007-02-26,0,0.00503583365709341,0,0,0,-0.0012549302471605
2007-02-27,0,0.00494543632992982,0,0,0,-0.0353426921329527
2007-02-28,0,0.00952218561334506,0,0,0,0.00554555105263521
2007-03-01,0,0.00935633653276175,0,0,0,-0.00259787547486479
2007-03-02,0,0.00912697496307367,0,0,0,-0.011468262190987
2007-03-05,0,0.00927449499533569,0,0,0,-0.00945217428159939
2007-03-06,0,0.00929008348948878,0,0,0,0.015374752670108
2007-03-07,0,0.00972022287000904,0,0,0,-0.00246826894537122
2007-03-08,0,0.00947652272674674,0,0,0,0.00710131623466115
2007-03-09,0,0.00936918620964541,0,0,0,0.000677427086620774
2007-03-12,0,0.00913866433593254,0,0,0,0.00267669161465101
2007-03-13,0,0.00892005019397512,0,0,0,-0.0205785574288582
2007-03-14,0,0.00989758789513256,0,0,0,0.00666881304978784
2007-03-15,0,0.0097540405976962,0,0,0,0.00367699059697202
2007-03-16,0,0.00953117892272397,0,0,0,-0.00383559945344558
2007-03-19,0,0.00932002676780008,0,0,0,0.0108354920461444
2007-03-20,0,0.00941125804431933,0,0,0,0.00631356523085636
2007-03-21,0,0.00927692122322003,0,0,0,0.0169365744543182
2007-03-22,0,0.00983951694980284,0,0,0,-0.000348483056796134
2007-03-23,0,0.00957640486597905,0,0,0,0.00109382903282373
2007-03-26,0,0.00932513709574115,0,0,0,0.000967424325785338
2007-03-27,0,0.0090816229574752,0,0,0,-0.00620355011512963
2007-03-28,0,0.00895838976816527,0,0,0,-0.00799768128783906
2007-03-29,0,0.00891707454678041,0,0,0,0.00373271414049725
2007-03-30,0,0.00872710750639804,0,0,0,-0.00117465433304886
2007-04-02,0,0.00850541841499821,0,0,0,0.0025936522810861
2007-04-03,0,0.00830853718544137,0,0,0,0.00923732776427943
2007-04-04,0,0.00837206885003531,0,0,0,0.0011122157176473
2007-04-05,0,0.0081622745252475,0,0,0,0.00304530381404433
2007-04-09,0,0.00798660626949397,0,0,0,0.000588567271186058
2007-04-10,0,0.00778734167218656,0,0,0,0.00261320577330526
2007-04-11,0,0.00761771997768973,0,0,0,-0.00659451140536227
2007-04-12,0,0.00758406353905914,0,0,0,0.00618707956686926
2007-04-13,0,0.00753392830655428,0,0,0,0.00348198169532044
2007-04-16,0,0.00739309723949602,0,0,0,0.0105985559976727
2007-04-17,0,0.00761875597598854,0,0,0,0.00214299645590277
2007-04-18,0,0.00744882584759538,0,0,0,0.000692939517804803
2007-04-19,0,0.00727035790344476,0,0,0,-0.00120276037780087
2007-04-20,0,0.00710185340894246,0,0,0,0.00921808982797234
2007-04-23,0,0.00724976718309663,0,0,0,-0.0023066971863992
2007-04-24,0,0.00709641380701664,0,0,0,-0.000351192369227427
2007-04-25,0,0.00692923040906362,0,0,0,0.0100880274040938
2007-04-26,0,0.00715293072275799,0,0,0,-0.000782695120016719
2007-04-27,0,0.00698556255881325,0,0,0,-0.000120469026220427
2007-04-30,0,0.00682195819057343,0,0,0,-0.00786178136455273
2007-05-01,0,0.00690432211935692,0,0,0,0.00264765184125881
2007-05-02,0,0.00677094074719527,0,0,0,0.00645159201385592
2007-05-03,0,0.0067788657471642,0,0,0,0.00431577124610261
2007-05-04,0,0.00669641595689979,0,0,0,0.00214760006878034
2007-05-07,0,0.00656182451248386,0,0,0,0.00256044715519366
2007-05-08,0,0.00644051834240626,0,0,0,-0.00116664470344841
2007-05-09,0,0.00630252186610695,0,0,0,0.00321822613288436
2007-05-10,0,0.00620811141517497,0,0,0,-0.0140545912949186
2007-05-11,0,0.00687708276996402,0,0,0,0.00959531203234576
2007-05-14,0,0.00706933799507193,0,0,0,-0.00179461663319724
2007-05-15,0,0.00691494373542947,0,0,0,-0.00130477927136496
2007-05-16,0,0.00676047761288786,0,0,0,0.00858949409860976
2007-05-17,0,0.00689308486407452,0,0,0,-0.0009184344972617
2007-05-18,0,0.00673607253751013,0,0,0,0.00658872421416312
2007-05-21,0,0.00675306975568999,0,0,0,0.00154207094554426
2007-05-22,0,0.00660127348921852,0,0,0,-0.000642787357909569
2007-05-23,0,0.00645296782452036,0,0,0,-0.00120798334017014
2007-05-24,0,0.00631459633758636,0,0,0,-0.00974992788554818
2007-05-25,0,0.00656885775941417,0,0,0,0.00543788799821954
2007-05-29,0,0.0065404388317608,0,0,0,0.00156896902158898
2007-05-30,0,0.00640285404539206,0,0,0,0.00795191078760737
2007-05-31,0,0.0065212670067635,0,0,0,0.000254831175725556
2007-06-01,0,0.0063745151364919,0,0,0,0.00373008231741334
2007-06-04,0,0.0062915962655487,0,0,0,0.00184684268496405
2007-06-05,0,0.00616779979718106,0,0,0,-0.00536134933284949
2007-06-06,0,0.00615847485217436,0,0,0,-0.00890329435429482
2007-06-07,0,0.00636272179257543,0,0,0,-0.0177259386747695
2007-06-08,0,0.00743544449794443,0,0,0,0.0113061880271283
2007-06-11,0,0.0077059468796541,0,0,0,0.000961286739652678
2007-06-12,0,0.00751934647724194,0,0,0,-0.0107391809297059
2007-06-13,0,0.0077396960239981,0,0,0,0.0150700668675467
2007-06-14,0,0.00830446159350997,0,0,0,0.00480479032987358
2007-06-15,0,0.00816867164899426,0,0,0,0.0065055139969239
2007-06-18,0,0.00810166986715314,0,0,0,-0.00121411521591774
2007-06-19,0,0.00790292057779178,0,0,0,0.00172934213911713
2007-06-20,0,0.00771640039503423,0,0,0,-0.0136944376255554
2007-06-21,0,0.00815706166499374,0,0,0,0.00616140834156376
2007-06-22,0,0.00807643054068416,0,0,0,-0.0129797673164385
2007-06-25,0,0.00841917583726806,0,0,0,-0.00321301479624747
2007-06-26,0,0.00823766844908221,0,0,0,-0.00324346659524188
2007-06-27,0,0.00806140868813573,0,0,0,0.00896902882647321
2007-06-28,0,0.00812412543346426,0,0,0,-0.000418319755108421
2007-06-29,0,0.00792251974976946,0,0,0,-0.00156859649451846
2007-07-02,0,0.00773562064158998,0,0,0,0.0106393132685785
2007-07-03,0,0.00792880758132851,0,0,0,0.003573895995995
2007-07-05,0,0.00777637874684996,0,0,0,0.000347510223903669
2007-07-06,0,0.00758667564082902,0,0,0,0.00329860501199875
2007-07-09,0,0.00744147315842418,0,0,0,0.000920879537628316
2007-07-10,0,0.00726617219518212,0,0,0,-0.0142870374297086
2007-07-11,0,0.00780913678169758,0,0,0,0.00570509457926516
2007-07-12,0,0.00772860626070372,0,0,0,0.0188757454893924
2007-07-13,0,0.00868654257516413,0,0,0,0.00309657688891996
2007-07-16,0,0.00849466050169187,0,0,0,-0.00192132927365041
2007-07-17,0,0.00829141004028583,0,0,0,-9.68088574406778e-05
2007-07-18,0,0.00808350628076593,0,0,0,-0.00206749138429618
2007-07-19,0,0.00789686852650789,0,0,0,0.00445915072993852
2007-07-20,0,0.00776965005098469,0,0,0,-0.0122961661714571
2007-07-23,0,0.00808373472639572,0,0,0,0.00485748775908856
2007-07-24,0,0.00796069968254393,0,0,0,-0.0200032221527229
2007-07-25,0,0.0090096052032509,0,0,0,0.00465481027853532
2007-07-26,0,0.0088415130275858,0,0,0,-0.0236151938863065
2007-07-27,0,0.0101652497065614,0,0,0,-0.0161207729617461
2007-07-30,0,0.0105580400781513,0,0,0,0.0102017346529282
2007-07-31,0,0.0105357188137966,0,0,0,-0.0127272831400305
2007-08-01,0,0.0106574606167607,0,0,0,0.00721654028113061
2007-08-02,0,0.0105263353914153,0,0,0,0.00434988994300056
2007-08-03,0,0.0102912522202183,0,0,0,-0.0269458624705932
2007-08-06,0,0.0117699437649159,0,0,0,0.0238640911097949
2007-08-07,0,0.0126883886361738,0,0,0,0.00614053104915779
2007-08-08,0,0.0124154884893365,0,0,0,0.0139737328580161
2007-08-09,0,0.01248960767686,0,0,0,-0.0300980497068384
2007-08-10,0,0.0139692118698453,0,0,0,0.000378432125835104
2007-08-13,0,0.0135759539329178,0,0,0,-0.000495431035125726
2007-08-14,0,0.0131952771446573,0,0,0,-0.018323392635474
2007-08-15,0,0.013497583900675,0,0,0,-0.0140053961557278
2007-08-16,0,0.013506723204906,0,0,0,0.00324347243328305
2007-08-17,0,0.0131488152387438,0,0,0,0.0242696208849527
2007-08-20,0,0.0139415170378549,0,0,0,-0.000269757116480029
2007-08-21,0,0.0135489926828309,0,0,0,0.00108550242797367
2007-08-22,0,0.0131710307405008,0,0,0,0.0116448541924647
2007-08-23,0,0.0130784715918661,0,0,0,-0.00107292847983231
2007-08-24,0,0.0127153919997117,0,0,0,0.0114690213508633
2007-08-27,0,0.0126384287853284,0,0,0,-0.00853998184498383
2007-08-28,0,0.0124421752693314,0,0,0,-0.0237529060380979
2007-08-29,0,0.0132679062625343,0,0,0,0.021685034082517
2007-08-30,0,0.0138229662696245,0,0,0,-0.00418977815613086
2007-08-31,0,0.0134683778887023,0,0,0,0.0111543199655735
2007-09-04,0,0.0133384363096991,0,0,0,0.0104137729467659
2007-09-05,0,0.0131831011166715,0,0,0,-0.0115677706582247
2007-09-06,0,0.013086315547018,0,0,0,0.00424286602526358
2007-09-07,0,0.0128146473739732,0,0,0,-0.0170530376474822
2007-09-10,0,0.01307296757189,0,0,0,-0.00127355666469331
2007-09-11,0,0.0126930075042985,0,0,0,0.0135402093964414
2007-09-12,0,0.012728737117325,0,0,0,4.75696981112605e-05
2007-09-13,0,0.0123567071595911,0,0,0,0.00838438887540605
2007-09-14,0,0.0121587870509648,0,0,0,0.000202142713443543
2007-09-17,0,0.0118059338178684,0,0,0,-0.00513358552512333
2007-09-18,0,0.0115285320162358,0,0,0,0.0287895788971682
2007-09-19,0,0.0130925074743681,0,0,0,0.00606795988085285
2007-09-20,0,0.0127885718065786,0,0,0,-0.00674591931482382
2007-09-21,0,0.012515944891439,0,0,0,0.00459846433574551
2007-09-24,0,0.0121992650012663,0,0,0,-0.00527029490164121
2007-09-25,0,0.0119099134615736,0,0,0,-0.000342675641092249
2007-09-26,0,0.0115656171275132,0,0,0,0.00539666007738049
2007-09-27,0,0.0113044498623655,0,0,0,0.00389950768934177
2007-09-28,0,0.0110187420040445,0,0,0,-0.0030279965453488
2007-10-01,0,0.0107281177822257,0,0,0,0.0132021346319933
2007-10-02,0,0.010878203291463,0,0,0,-0.000265057360610221
2007-10-03,0,0.0105687929599951,0,0,0,-0.00456222317968624
2007-10-04,0,0.0103259327261495,0,0,0,0.00210872668921702
2007-10-05,0,0.0100475837861704,0,0,0,0.00951488101968412
2007-10-08,0,0.0100207249940973,0,0,0,-0.00322169163316222
2007-10-09,0,0.00977017642787013,0,0,0,0.00806360275594553
2007-10-10,0,0.00968705232501162,0,0,0,-0.00171376360039144
2007-10-11,0,0.00942721101675645,0,0,0,-0.00517185003320808
2007-10-12,0,0.00927785291964517,0,0,0,0.00474294983554913
2007-10-15,0,0.00909616908444344,0,0,0,-0.00841667589881734
2007-10-16,0,0.00906771010441788,0,0,0,-0.00659491124526213
2007-10-17,0,0.00895855703279081,0,0,0,0.00175987213294526
2007-10-18,0,0.00873029123882388,0,0,0,-0.000752924107071173
2007-10-19,0,0.00850217486409209,0,0,0,-0.0259493431953794
2007-10-22,0,0.0102494538592504,0,0,0,0.00379120894677598
2007-10-23,0,0.0100063502234854,0,0,0,0.0087643327509257
2007-10-24,0,0.00994402906321718,0,0,0,-0.00244443321617371
2007-10-25,0,0.00968900789673457,0,0,0,-0.000976807501404942
2007-10-26,0,0.00942869761361178,0,0,0,0.013693453914879
2007-10-29,0,0.00971254495682303,0,0,0,0.00370580284056743
2007-10-30,0,0.00948798588091324,0,0,0,-0.00648439772091791
2007-10-31,0,0.00935440725511716,0,0,0,0.0119206709623114
2007-11-01,0,0.00951639676051374,0,0,0,-0.0267788466944081
2007-11-02,0,0.0111621018796298,0,0,0,0.000801831664946739
